date,regime,portfolio_value,cash,open_positions
2021-01-15,Narrow Bull,100529358.15520132,66501858.15520131,8
2021-01-18,Narrow Bull,99639361.00415586,69066821.00415586,8
2021-01-19,Narrow Bull,100320908.63656496,69194883.63656496,8
2021-01-20,Narrow Bull,100528633.63656496,69194883.63656496,8
2021-01-21,Narrow Bull,101914158.63656496,69194883.63656496,8
2021-01-22,Narrow Bull,101999803.63656496,69194883.63656496,8
2021-01-25,Broad Bull,101774923.63656496,69194883.63656496,8
2021-01-26,Narrow Bull,100955943.63656496,69194883.63656496,8
2021-01-27,Narrow Bull,101765252.11474676,71693249.11474676,8
2021-01-28,Narrow Bull,102091046.11474676,71693249.11474676,8
2021-01-29,Recovery,100321608.11474676,71693249.11474676,8
2021-02-01,Narrow Bull,100494702.89656495,74712418.89656495,7
2021-02-02,Narrow Bull,100760420.89656495,74712418.89656495,7
2021-02-03,Narrow Bull,100917227.89656495,74712418.89656495,7
2021-02-04,Narrow Bull,101242589.89656495,74712418.89656495,7
2021-02-05,Narrow Bull,101394332.89656495,74712418.89656495,7
2021-02-08,Recovery,101391102.68227923,73329880.68227923,8
2021-02-09,Narrow Bull,100708435.68227923,73329880.68227923,8
2021-02-10,Narrow Bull,101122616.68227923,73329880.68227923,8
2021-02-15,Narrow Bull,101599737.68227923,73329880.68227923,8
2021-02-16,Broad Bull,101382660.68227923,73329880.68227923,8
2021-02-17,Broad Bull,101059258.68227923,73329880.68227923,8
2021-02-18,Recovery,100391852.68227923,73329880.68227923,8
2021-02-19,Narrow Bull,100556176.68227923,73329880.68227923,8
2021-02-22,Recovery,100617612.68227923,73329880.68227923,8
2021-02-23,Recovery,100627113.68227923,73329880.68227923,8
2021-02-24,Recovery,99160727.7400065,63931633.74000651,10
2021-02-25,Narrow Bull,100159851.7400065,63931633.74000651,10
2021-02-26,Recovery,100679337.56695457,70191140.56695457,10
2021-03-02,Recovery,99470947.56695457,70191140.56695457,10
2021-03-03,Recovery,99682701.55292858,69036483.55292858,11
2021-03-04,Recovery,99571396.55292858,69036483.55292858,11
2021-03-05,Recovery,99615931.55292858,69036483.55292858,11
2021-03-08,Bear,99104721.88929223,71739540.88929223,10
2021-03-09,Bear,98592384.72883768,75629676.72883768,8
2021-03-10,Bear,98591793.72883768,75629676.72883768,8
2021-03-11,Recovery,98658406.96455197,69148104.96455197,12
2021-03-12,Narrow Bull,98721094.96455197,69148104.96455197,12
2021-03-15,Narrow Bull,98743344.96455197,69148104.96455197,12
2021-03-16,Narrow Bull,99111116.96455197,69148104.96455197,12
2021-03-17,Narrow Bull,99065953.96455197,69148104.96455197,12
2021-03-18,Narrow Bull,99147073.96455197,69148104.96455197,12
2021-03-19,Recovery,99465114.37909743,68187388.37909743,13
2021-03-22,Recovery,99391667.65831822,68869799.65831822,13
2021-03-23,Recovery,98744163.65831822,68869799.65831822,13
2021-03-24,Recovery,98349896.75539616,67867080.75539616,16
2021-03-25,Recovery,98604195.75539616,67867080.75539616,16
2021-03-26,Narrow Bull,99401132.75539616,67867080.75539616,16
2021-03-29,Narrow Bull,100152375.75539616,67867080.75539616,16
2021-03-30,Narrow Bull,100083585.75539616,67867080.75539616,16
2021-03-31,Narrow Bull,100567243.75539616,67867080.75539616,16
2021-04-01,Narrow Bull,100577833.75539616,67867080.75539616,16
2021-04-02,Narrow Bull,101192259.75539616,67867080.75539616,16
2021-04-05,Narrow Bull,102232843.75539616,67867080.75539616,16
2021-04-06,Narrow Bull,102374856.75539616,67867080.75539616,16
2021-04-07,Broad Bull,102244115.7568507,68768579.7568507,15
2021-04-08,Broad Bull,102252323.7568507,68768579.7568507,15
2021-04-09,Broad Bull,98367170.7568507,68768579.7568507,14
2021-04-12,Broad Bull,98887295.7568507,68768579.7568507,14
2021-04-13,Broad Bull,99035930.7568507,68768579.7568507,14
2021-04-14,Broad Bull,99395814.7568507,68768579.7568507,14
2021-04-15,Broad Bull,99548520.7568507,68768579.7568507,14
2021-04-16,Broad Bull,99684689.7568507,68768579.7568507,14
2021-04-19,Broad Bull,100062059.7568507,68768579.7568507,14
2021-04-20,Broad Bull,100686997.7568507,68768579.7568507,14
2021-04-21,Broad Bull,100525235.7568507,68768579.7568507,14
2021-04-22,Broad Bull,101308990.7568507,68768579.7568507,14
2021-04-23,Narrow Bull,101425994.74256499,65706413.74256499,15
2021-04-26,Broad Bull,101917537.12438317,68933757.12438317,14
2021-04-27,Narrow Bull,103048223.12438317,68933757.12438317,14
2021-04-28,Narrow Bull,103011697.12438317,68933757.12438317,14
2021-04-29,Narrow Bull,102800007.12438317,68933757.12438317,14
2021-04-30,Recovery,102827730.87438317,66421407.87438317,15
2021-05-03,Recovery,102466691.87438317,66421407.87438317,15
2021-05-04,Recovery,102112227.15574682,59840491.15574682,15
2021-05-06,Narrow Bull,103088871.15574682,59840491.15574682,15
2021-05-07,Narrow Bull,103424274.95574681,68532735.95574681,14
2021-05-10,Narrow Bull,103756575.95574681,68532735.95574681,14
2021-05-11,Narrow Bull,103755809.26711045,69922905.26711045,14
2021-05-12,Recovery,103081746.71594162,68468900.71594162,15
2021-05-13,Recovery,102094986.71594162,68468900.71594162,15
2021-05-14,Recovery,101910274.71594162,68468900.71594162,15
2021-05-17,Recovery,101479154.01044163,59888259.01044163,15
2021-05-18,Narrow Bull,101887614.01044163,59888259.01044163,15
2021-05-20,Recovery,100948925.25076629,67632810.25076629,15
2021-05-21,Recovery,100228476.22089617,67014569.22089617,15
2021-05-24,Recovery,99828106.22089617,67014569.22089617,15
2021-05-25,Recovery,100235283.22089617,67014569.22089617,15
2021-05-26,Recovery,99994887.53112344,67273937.53112344,15
2021-05-27,Narrow Bull,100045470.53112344,67273937.53112344,15
2021-05-28,Narrow Bull,100362700.53112344,67273937.53112344,15
2021-05-31,Narrow Bull,100803617.53112344,67273937.53112344,15
2021-06-01,Narrow Bull,101364738.53112344,67273937.53112344,15
2021-06-02,Narrow Bull,101748152.53112344,67273937.53112344,15
2021-06-03,Narrow Bull,101512075.53112344,67273937.53112344,15
2021-06-04,Broad Bull,101529302.53112344,67273937.53112344,15
2021-06-07,Broad Bull,101213258.53112344,67273937.53112344,15
2021-06-08,Broad Bull,101119668.66294162,69044414.66294162,14
2021-06-09,Narrow Bull,101168082.09151304,65878561.091513045,15
2021-06-10,Narrow Bull,101257700.09151304,65878561.091513045,15
2021-06-11,Narrow Bull,101605643.09151304,65878561.091513045,15
2021-06-14,Narrow Bull,101228452.55060396,68372479.55060396,14
2021-06-15,Narrow Bull,100984598.02462992,66626792.02462993,14
2021-06-16,Narrow Bull,101275478.02462992,66626792.02462993,14
2021-06-17,Narrow Bull,101317264.02462992,66626792.02462993,14
2021-06-18,Narrow Bull,101353171.02462992,66626792.02462993,14
2021-06-21,Recovery,101027455.64420785,67080226.64420785,14
2021-06-22,Narrow Bull,101077065.64420785,67080226.64420785,14
2021-06-23,Narrow Bull,100860551.66693512,69837860.66693512,13
2021-06-24,Narrow Bull,100597693.66693512,69837860.66693512,13
2021-06-25,Narrow Bull,101104948.66693512,69837860.66693512,13
2021-06-28,Narrow Bull,101248890.66693512,69837860.66693512,13
2021-06-29,Narrow Bull,100901550.66693512,69837860.66693512,13
2021-06-30,Narrow Bull,100968477.66693512,69837860.66693512,13
2021-07-01,Narrow Bull,100607098.66693512,69837860.66693512,13
2021-07-02,Narrow Bull,100572256.96524681,68673136.96524681,13
2021-07-05,Narrow Bull,100367950.89310396,69949170.89310396,12
2021-07-06,Narrow Bull,100497875.89310396,69949170.89310396,12
2021-07-07,Narrow Bull,100241920.89310396,69949170.89310396,12
2021-07-08,Recovery,99876961.1333637,70568746.1333637,12
2021-07-09,Bear,99472433.94086368,79626388.94086368,8
2021-07-12,Bear,99610693.94086368,79626388.94086368,8
2021-07-13,Recovery,99850909.1551494,74847964.1551494,12
2021-07-14,Recovery,99946349.1551494,74847964.1551494,12
2021-07-15,Narrow Bull,99872959.1551494,74847964.1551494,12
2021-07-16,Narrow Bull,99818009.1551494,74847964.1551494,12
2021-07-19,Recovery,99350579.86683771,75092789.86683771,12
2021-07-20,Bear,99033199.86683771,75092789.86683771,12
2021-07-21,Bear,98886974.86683771,75092789.86683771,12
2021-07-22,Recovery,98894222.33242212,75327637.33242212,13
2021-07-23,Recovery,98978307.33242212,75327637.33242212,13
2021-07-26,Bear,98632097.33242212,75327637.33242212,13
2021-07-27,Bear,98624297.33242212,75327637.33242212,13
2021-07-28,Bear,98346304.00878575,76400819.00878575,12
2021-07-29,Bear,98487495.05696757,78617285.05696757,11
2021-07-30,Bear,98226308.94878575,83494493.94878575,9
2021-08-02,Bear,98264809.63060394,85705794.63060394,7
2021-08-03,Bear,98214854.63060394,85705794.63060394,7
2021-08-04,Narrow Bull,98217377.06631823,67919267.06631823,11
2021-08-05,Narrow Bull,98301202.06631823,67919267.06631823,11
2021-08-06,Narrow Bull,98726222.06631823,67919267.06631823,11
2021-08-09,Narrow Bull,98720332.06631823,67919267.06631823,11
2021-08-10,Recovery,98210682.06631823,67919267.06631823,11
2021-08-11,Bear,97675481.19359095,70753756.19359095,10
2021-08-12,Bear,97793261.19359095,70753756.19359095,10
2021-08-13,Bear,97527435.69700004,73201480.69700004,9
2021-08-17,Bear,96921480.81972732,74499805.81972732,8
2021-08-18,Bear,97089658.07700005,78936763.07700005,6
2021-08-19,Bear,96812712.25881824,82429707.25881824,5
2021-08-20,Bear,96626937.25881824,82429707.25881824,5
2021-08-23,Bear,96921182.25881824,82429707.25881824,5
2021-08-24,Bear,97205712.25881824,82429707.25881824,5
2021-08-25,Bear,97241852.25881824,82429707.25881824,5
2021-08-26,Bear,97287947.25881824,82429707.25881824,5
2021-08-27,Bear,97272532.25881824,82429707.25881824,5
2021-08-30,Bear,97271622.25881824,82429707.25881824,5
2021-08-31,Broad Bull,97396867.60167538,68097227.60167538,7
2021-09-01,Broad Bull,97713364.60167538,68097227.60167538,7
2021-09-02,Broad Bull,97484171.60167538,68097227.60167538,7
2021-09-03,Broad Bull,97880234.60167538,68097227.60167538,7
2021-09-06,Broad Bull,98329702.60167538,68097227.60167538,7
2021-09-07,Broad Bull,99111199.60167538,68097227.60167538,7
2021-09-08,Recovery,99248948.17024681,64448644.17024681,9
2021-09-09,Recovery,98350279.69297409,62447890.69297408,9
2021-09-10,Recovery,98936549.69297409,62447890.69297408,9
2021-09-13,Recovery,99054711.69297409,62447890.69297408,9
2021-09-14,Recovery,99161567.69297409,62447890.69297408,9
2021-09-15,Recovery,99107735.69297409,62447890.69297408,9
2021-09-16,Recovery,100971838.69297409,62447890.69297408,9
2021-09-17,Bear,100172552.69297409,62447890.69297408,9
2021-09-23,Bear,100409583.79297408,65545868.792974085,8
2021-09-24,Bear,100269319.79297408,65545868.792974085,8
2021-09-27,Bear,100439047.79297408,65545868.792974085,8
2021-09-28,Bear,99995331.1361559,68212216.1361559,7
2021-09-29,Bear,99407293.727065,78114646.727065,5
2021-09-30,Bear,99323656.727065,78114646.727065,5
2021-10-01,Bear,99118417.727065,78114646.727065,5
2021-10-05,Bear,99365238.72197409,78925964.72197409,4
2021-10-06,Bear,99086052.72197409,78925964.72197409,4
2021-10-07,Bear,98906050.72197409,78925964.72197409,4
2021-10-08,Bear,99186746.72197409,78925964.72197409,4
2021-10-12,Bear,99056876.72197409,78925964.72197409,4
2021-10-13,Bear,99188398.72197409,78925964.72197409,4
2021-10-14,Bear,99249681.72197409,78925964.72197409,4
2021-10-15,Bear,99164518.72197409,78925964.72197409,4
2021-10-18,Bear,99217429.72197409,78925964.72197409,4
2021-10-19,Bear,99035887.72197409,78925964.72197409,4
2021-10-20,Bear,98736191.72197409,78925964.72197409,4
2021-10-21,Bear,98520738.56288318,89034026.56288318,3
2021-10-22,Bear,98438228.56288318,89034026.56288318,3
2021-10-25,Bear,98544850.56288318,89034026.56288318,3
2021-10-26,Broad Bull,98447130.2771689,74443566.2771689,5
2021-10-27,Recovery,98139566.85574032,70692231.85574032,7
2021-10-28,Recovery,97600286.85574032,70692231.85574032,7
2021-10-29,Bear,97312929.85574032,70692231.85574032,7
2021-11-01,Bear,97425388.85574032,70692231.85574032,7
2021-11-02,Bear,97641818.85574032,70692231.85574032,7
2021-11-03,Bear,97032855.85574032,70692231.85574032,7
2021-11-04,Bear,96750377.85574032,70692231.85574032,7
2021-11-05,Bear,96627062.5944676,84071333.5944676,5
2021-11-08,Bear,96633560.68537669,86251500.68537669,4
2021-11-09,Bear,96897054.68537669,86251500.68537669,4
2021-11-10,Bear,97115798.68537669,86251500.68537669,4
2021-11-11,Bear,97366924.04560398,89507024.04560398,2
2021-11-12,Bear,97182754.04560398,89507024.04560398,2
2021-11-15,Narrow Bull,97874687.42703255,69475629.42703255,7
2021-11-16,Recovery,98117520.92703255,68441785.92703255,8
2021-11-17,Bear,98731001.92703255,68441785.92703255,8
2021-11-18,Bear,98726683.92703255,68441785.92703255,8
2021-11-19,Bear,98129892.92703255,68441785.92703255,8
2021-11-22,Recovery,97200695.92703255,68441785.92703255,8
2021-11-23,Recovery,96997561.92703255,68441785.92703255,8
2021-11-24,Recovery,97156886.92703255,68441785.92703255,8
2021-11-25,Bear,97840118.92703255,68441785.92703255,8
2021-11-26,Bear,97104589.92703255,68441785.92703255,8
2021-11-29,Bear,97126655.10430527,73114394.10430527,7
2021-11-30,Bear,96440541.69521436,76579195.69521436,6
2021-12-01,Bear,96335928.56385073,79920216.56385073,4
2021-12-02,Bear,96468258.56385073,79920216.56385073,4
2021-12-03,Recovery,96357539.56385073,67586933.56385073,12
2021-12-06,Narrow Bull,96824165.56385073,67586933.56385073,12
2021-12-07,Narrow Bull,96795493.56385073,67586933.56385073,12
2021-12-08,Narrow Bull,96260413.56385073,67586933.56385073,12
2021-12-09,Narrow Bull,96472643.56385073,67586933.56385073,12
2021-12-10,Broad Bull,96768625.56385073,67586933.56385073,12
2021-12-13,Broad Bull,96728235.56385073,67586933.56385073,12
2021-12-14,Broad Bull,96678637.86839618,68606551.86839618,11
2021-12-15,Broad Bull,97346319.86839618,68606551.86839618,11
2021-12-16,Broad Bull,97108457.86839618,68606551.86839618,11
2021-12-17,Narrow Bull,97093711.86839618,68606551.86839618,11
2021-12-20,Recovery,96790701.43982475,67264495.43982475,12
2021-12-21,Recovery,96714921.6834611,62106763.6834611,13
2021-12-22,Narrow Bull,96873897.6834611,62106763.6834611,13
2021-12-23,Recovery,97616439.6834611,62106763.6834611,13
2021-12-24,Narrow Bull,97906253.6834611,62106763.6834611,13
2021-12-27,Narrow Bull,98169035.6834611,62106763.6834611,13
2021-12-28,Narrow Bull,98215777.6834611,62106763.6834611,13
2021-12-29,Narrow Bull,98720069.6834611,62106763.6834611,13
2021-12-30,Recovery,98967383.6834611,62106763.6834611,13
2022-01-03,Recovery,99624120.392552,67596692.392552,13
2022-01-04,Recovery,99458354.392552,67596692.392552,13
2022-01-05,Recovery,98710682.392552,67596692.392552,13
2022-01-06,Recovery,98490928.392552,67596692.392552,13
2022-01-07,Recovery,99834890.392552,67596692.392552,13
2022-01-10,Recovery,99268671.7029416,65914101.702941604,13
2022-01-11,Recovery,99063205.7029416,65914101.702941604,13
2022-01-12,Narrow Bull,99475391.7029416,65914101.702941604,13
2022-01-13,Recovery,99193065.7029416,65914101.702941604,13
2022-01-14,Recovery,99668328.07566887,63452780.07566887,13
2022-01-17,Bear,99134112.07566887,63452780.07566887,13
2022-01-18,Bear,99733930.07566887,63452780.07566887,13
2022-01-19,Bear,99716958.07566887,63452780.07566887,13
2022-01-20,Bear,99953364.07566887,63452780.07566887,13
2022-01-21,Bear,98500621.87566887,68945651.87566887,12
2022-01-24,Bear,98049039.87566887,68945651.87566887,12
2022-01-25,Bear,97370657.14339614,74022891.14339614,10
2022-01-26,Bear,97106858.52294159,80406344.52294159,9
2022-01-27,Bear,96605425.10930523,83325003.10930523,7
2022-01-28,Bear,97267355.01612341,85025765.01612341,6
2022-02-03,Bear,97182869.01612341,85025765.01612341,6
2022-02-04,Bear,97327881.01612341,85025765.01612341,6
2022-02-07,Bear,97272371.01612341,85025765.01612341,6
2022-02-08,Bear,97064616.96612342,86319222.96612342,5
2022-02-09,Bear,97306352.96612342,86319222.96612342,5
2022-02-10,Bear,97317394.96612342,86319222.96612342,5
2022-02-11,Bear,97120134.96612342,86319222.96612342,5
2022-02-14,Bear,96744726.96612342,86319222.96612342,5
2022-02-15,Bear,96615778.96612342,86319222.96612342,5
2022-02-16,Bear,96909052.96612342,86319222.96612342,5
2022-02-17,Bear,97180066.96612342,86319222.96612342,5
2022-02-18,Bear,97539636.96612342,86319222.96612342,5
2022-02-21,Bear,97411814.96612342,86319222.96612342,5
2022-02-22,Bear,97223744.96612342,86319222.96612342,5
2022-02-23,Bear,97491966.96612342,86319222.96612342,5
2022-02-24,Bear,97194630.96612342,86319222.96612342,5
2022-02-25,Bear,97430068.96612342,86319222.96612342,5
2022-02-28,Bear,97460236.96612342,86319222.96612342,5
2022-03-02,Bear,97418778.96612342,86319222.96612342,5
2022-03-03,Broad Bull,97567477.03755198,75142339.03755198,7
2022-03-04,Recovery,97938984.22326627,71653972.22326627,9
2022-03-07,Recovery,97631538.22326627,71653972.22326627,9
2022-03-08,Recovery,96628508.22326627,71653972.22326627,9
2022-03-10,Recovery,96976250.22326627,71653972.22326627,9
2022-03-11,Recovery,97227284.22326627,71653972.22326627,9
2022-03-14,Recovery,97606768.22326627,71653972.22326627,9
2022-03-15,Recovery,97449156.22326627,71653972.22326627,9
2022-03-16,Recovery,97864662.22326627,71653972.22326627,9
2022-03-17,Narrow Bull,98007700.22326627,71653972.22326627,9
2022-03-18,Narrow Bull,98512512.22326627,71653972.22326627,9
2022-03-21,Recovery,98688330.22326627,71653972.22326627,9
2022-03-22,Broad Bull,99571766.22326627,71653972.22326627,9
2022-03-23,Broad Bull,99844870.22326627,71653972.22326627,9
2022-03-24,Broad Bull,100270928.22326627,71653972.22326627,9
2022-03-25,Broad Bull,99790412.22326627,71653972.22326627,9
2022-03-28,Broad Bull,99983038.22326627,71653972.22326627,9
2022-03-29,Broad Bull,99513922.22326627,71653972.22326627,9
2022-03-30,Broad Bull,99361150.17781173,74926262.17781173,8
2022-03-31,Broad Bull,99409942.17781173,74926262.17781173,8
2022-04-01,Broad Bull,99385414.17781173,74926262.17781173,8
2022-04-04,Broad Bull,99474010.17781173,74926262.17781173,8
2022-04-05,Broad Bull,99680022.17781173,74926262.17781173,8
2022-04-06,Narrow Bull,99851272.17781173,74926262.17781173,8
2022-04-07,Recovery,99474169.03495458,72568755.03495458,9
2022-04-08,Recovery,99525397.15313639,72354821.15313639,9
2022-04-11,Recovery,99721829.15313639,72354821.15313639,9
2022-04-12,Recovery,99546691.15313639,72354821.15313639,9
2022-04-13,Narrow Bull,99475381.15313639,72354821.15313639,9
2022-04-14,Narrow Bull,99960678.15313639,72354821.15313639,9
2022-04-15,Recovery,100190999.15313639,72354821.15313639,9
2022-04-18,Recovery,100736506.15313639,72354821.15313639,9
2022-04-19,Narrow Bull,100979074.15313639,72354821.15313639,9
2022-04-20,Narrow Bull,101164068.15313639,72354821.15313639,9
2022-04-21,Broad Bull,100786176.15313639,72354821.15313639,9
2022-04-22,Recovery,101024392.15313639,72354821.15313639,9
2022-04-25,Recovery,100581979.15313639,72354821.15313639,9
2022-04-26,Recovery,100665292.15313639,72354821.15313639,9
2022-04-27,Recovery,100344979.15313639,72354821.15313639,9
2022-04-28,Recovery,100339629.33495457,68771275.33495457,9
2022-04-29,Narrow Bull,99999645.33495457,68771275.33495457,9
2022-05-02,Recovery,100362175.33495457,68771275.33495457,9
2022-05-03,Recovery,100555191.33495457,68771275.33495457,9
2022-05-04,Bear,100037203.33495457,68771275.33495457,9
2022-05-06,Bear,99822773.14404549,73490049.14404549,8
2022-05-09,Bear,99150241.84404548,81588779.84404548,6
2022-05-10,Bear,98471181.79404546,88236127.79404546,3
2022-05-11,Bear,98355301.79404546,88236127.79404546,3
2022-05-12,Bear,98439005.79404546,88236127.79404546,3
2022-05-13,Bear,98494461.79404546,88236127.79404546,3
2022-05-16,Bear,98578545.79404546,88236127.79404546,3
2022-05-17,Bear,98704481.79404546,88236127.79404546,3
2022-05-18,Bear,98598963.79404546,88236127.79404546,3
2022-05-19,Bear,98407251.79404546,88236127.79404546,3
2022-05-20,Recovery,98577134.54404545,71034848.54404545,13
2022-05-23,Narrow Bull,98310743.54404545,71034848.54404545,13
2022-05-24,Recovery,98039876.54404545,71034848.54404545,13
2022-05-25,Recovery,98326161.30313636,71106517.30313636,13
2022-05-26,Recovery,98745681.30313636,71106517.30313636,13
2022-05-27,Narrow Bull,99051610.30313636,71106517.30313636,13
2022-05-30,Narrow Bull,99101699.30313636,71106517.30313636,13
2022-05-31,Narrow Bull,99340100.30313636,71106517.30313636,13
2022-06-02,Narrow Bull,99561635.30313636,71106517.30313636,13
2022-06-03,Broad Bull,99582326.30313636,71106517.30313636,13
2022-06-07,Recovery,99686860.30313636,71106517.30313636,13
2022-06-08,Recovery,99662941.30313636,71106517.30313636,13
2022-06-09,Recovery,99645602.30313636,71106517.30313636,13
2022-06-10,Recovery,99584102.30313636,71106517.30313636,13
2022-06-13,Bear,98751066.5285909,74918849.5285909,11
2022-06-14,Bear,98546205.2685909,78010965.2685909,9
2022-06-15,Bear,98192625.2685909,78010965.2685909,9
2022-06-16,Bear,98147297.9685909,79645147.9685909,8
2022-06-17,Bear,97784104.78677271,80771304.78677271,7
2022-06-20,Bear,97667094.66177271,86642014.66177271,6
2022-06-21,Bear,97857304.66177271,86642014.66177271,6
2022-06-22,Bear,97485694.66177271,86642014.66177271,6
2022-06-23,Bear,97335251.60495453,90750821.60495453,4
2022-06-24,Bear,97432831.60495453,90750821.60495453,4
2022-06-27,Bear,97613266.60495453,90750821.60495453,4
2022-06-28,Bear,97951901.60495453,90750821.60495453,4
2022-06-29,Bear,97895181.60495453,90750821.60495453,4
2022-06-30,Bear,97920816.60495453,90750821.60495453,4
2022-07-01,Bear,97939261.60495453,90750821.60495453,4
2022-07-04,Bear,97562261.60495453,90750821.60495453,4
2022-07-05,Bear,97592996.60495453,90750821.60495453,4
2022-07-06,Bear,97113371.60495453,90750821.60495453,4
2022-07-07,Bear,97165989.70495452,92617504.70495452,3
2022-07-08,Bear,97147134.70495452,92617504.70495452,3
2022-07-11,Bear,97140574.70495452,92617504.70495452,3
2022-07-12,Bear,97132269.70495452,92617504.70495452,3
2022-07-13,Bear,97199709.70495452,92617504.70495452,3
2022-07-14,Bear,97136984.70495452,92617504.70495452,3
2022-07-15,Bear,97077047.64586361,93958247.64586361,2
2022-07-18,Narrow Bull,96961480.41872075,77890916.41872075,9
2022-07-19,Narrow Bull,97116314.41872075,77890916.41872075,9
2022-07-20,Broad Bull,97072246.41872075,77890916.41872075,9
2022-07-21,Broad Bull,96866158.41872075,77890916.41872075,9
2022-07-22,Narrow Bull,96646874.41872075,77890916.41872075,9
2022-07-25,Narrow Bull,96666790.41872075,77890916.41872075,9
2022-07-26,Broad Bull,96634124.41872075,77890916.41872075,9
2022-07-27,Broad Bull,96614432.41872075,77890916.41872075,9
2022-07-28,Broad Bull,96388204.41872075,77890916.41872075,9
2022-07-29,Broad Bull,96377094.41872075,77890916.41872075,9
2022-08-01,Broad Bull,96226584.41872075,77890916.41872075,9
2022-08-02,Broad Bull,96317490.41872075,77890916.41872075,9
2022-08-03,Broad Bull,96829334.41872075,77890916.41872075,9
2022-08-04,Broad Bull,96815582.41872075,77890916.41872075,9
2022-08-05,Broad Bull,96740362.41872075,77890916.41872075,9
2022-08-08,Broad Bull,96879162.41872075,77890916.41872075,9
2022-08-09,Broad Bull,96635868.41872075,77890916.41872075,9
2022-08-10,Broad Bull,96609820.41872075,77890916.41872075,9
2022-08-11,Broad Bull,96573908.41872075,77890916.41872075,9
2022-08-12,Broad Bull,96615176.41872075,77890916.41872075,9
2022-08-16,Broad Bull,96690836.41872075,77890916.41872075,9
2022-08-17,Broad Bull,96828122.90053894,79778590.90053894,8
2022-08-18,Narrow Bull,96666122.4719675,75809224.4719675,9
2022-08-19,Narrow Bull,96527860.4719675,75809224.4719675,9
2022-08-22,Bear,96176560.4719675,75809224.4719675,9
2022-08-23,Bear,96000221.31069477,79535671.31069477,7
2022-08-24,Bear,96054251.31069477,79535671.31069477,7
2022-08-25,Narrow Bull,96226574.59283762,73352089.59283762,9
2022-08-26,Recovery,96112894.59283762,73352089.59283762,9
2022-08-29,Bear,95582944.59283762,73352089.59283762,9
2022-08-30,Bear,96001949.59283762,73352089.59283762,9
2022-08-31,Narrow Bull,96086179.59283762,73352089.59283762,9
2022-09-01,Bear,95417394.59283762,73352089.59283762,9
2022-09-02,Bear,95470272.45647398,75695447.45647398,8
2022-09-05,Bear,95452507.77465579,77315617.77465579,7
2022-09-06,Bear,95589056.22920124,80777836.22920124,6
2022-09-07,Bear,95407957.22920124,84649187.22920124,5
2022-09-08,Bear,95318483.00192851,87389623.00192851,4
2022-09-13,Narrow Bull,95225861.50907136,71969792.50907136,8
2022-09-14,Recovery,94751760.90907137,71170897.90907137,9
2022-09-15,Bear,95046649.90907137,71170897.90907137,9
2022-09-16,Bear,95354814.90907137,71170897.90907137,9
2022-09-19,Bear,94857184.90907137,71170897.90907137,9
2022-09-20,Bear,95333756.90907137,71170897.90907137,9
2022-09-21,Bear,94567389.87207137,77318079.87207137,8
2022-09-22,Bear,94525969.87207137,77318079.87207137,8
2022-09-23,Bear,93829934.87207137,77318079.87207137,8
2022-09-26,Bear,93275460.72661681,86945945.72661681,4
2022-09-27,Bear,93063310.12661682,89343930.12661682,3
2022-09-28,Bear,93014997.73298045,91264252.73298045,1
2022-09-29,Bear,92960172.73298045,91264252.73298045,1
2022-09-30,Bear,93040582.73298045,91264252.73298045,1
2022-10-04,Bear,93080787.73298045,91264252.73298045,1
2022-10-05,Bear,93011342.73298045,91264252.73298045,1
2022-10-06,Bear,93179472.73298045,91264252.73298045,1
2022-10-07,Bear,93025962.73298045,91264252.73298045,1
2022-10-11,Bear,92916312.73298045,91264252.73298045,1
2022-10-12,Bear,92945552.73298045,91264252.73298045,1
2022-10-13,Bear,92982102.73298045,91264252.73298045,1
2022-10-14,Bear,92982102.73298045,91264252.73298045,1
2022-10-17,Bear,93033272.73298045,91264252.73298045,1
2022-10-18,Broad Bull,92970289.51869473,71527804.51869473,4
2022-10-19,Recovery,92633548.5901233,68784703.5901233,6
2022-10-20,Recovery,92614518.5901233,68784703.5901233,6
2022-10-21,Bear,91972573.5901233,68784703.5901233,6
2022-10-24,Bear,92552713.5901233,68784703.5901233,6
2022-10-25,Bear,91674403.5901233,68784703.5901233,6
2022-10-26,Narrow Bull,91446631.7362272,68339591.7362272,7
2022-10-27,Broad Bull,92092772.7362272,68339591.7362272,7
2022-10-28,Narrow Bull,92140877.0162272,69210212.0162272,6
2022-10-31,Narrow Bull,92230023.0162272,69210212.0162272,6
2022-11-01,Narrow Bull,92657880.0162272,69210212.0162272,6
2022-11-02,Narrow Bull,92971051.0162272,69210212.0162272,6
2022-11-03,Narrow Bull,93751559.0162272,69210212.0162272,6
2022-11-04,Broad Bull,93948727.0162272,69210212.0162272,6
2022-11-07,Broad Bull,93931964.0162272,69210212.0162272,6
2022-11-08,Broad Bull,93564555.0162272,69210212.0162272,6
2022-11-09,Broad Bull,93441431.0162272,69210212.0162272,6
2022-11-10,Broad Bull,93325450.0162272,69210212.0162272,6
2022-11-11,Broad Bull,93623835.0162272,69210212.0162272,6
2022-11-14,Broad Bull,93290836.0162272,69210212.0162272,6
2022-11-15,Broad Bull,93129291.09713629,70751970.09713629,5
2022-11-16,Broad Bull,93375462.09713629,70751970.09713629,5
2022-11-17,Broad Bull,93005765.09713629,70751970.09713629,5
