date,regime,portfolio_value,cash,open_positions
2022-11-18,Broad Bull,93216139.09713629,70751970.09713629,5
2022-11-21,Narrow Bull,93268682.16856486,67126996.16856486,6
2022-11-22,Narrow Bull,93738706.16856486,67126996.16856486,6
2022-11-23,Narrow Bull,93758337.16856486,67126996.16856486,6
2022-11-24,Broad Bull,93941185.16856486,67126996.16856486,6
2022-11-25,Narrow Bull,94363226.16856486,67126996.16856486,6
2022-11-28,Narrow Bull,93901892.16856486,67126996.16856486,6
2022-11-29,Narrow Bull,94103183.16856486,67126996.16856486,6
2022-11-30,Narrow Bull,93749909.16856486,67126996.16856486,6
2022-12-01,Broad Bull,93591887.16856486,67126996.16856486,6
2022-12-02,Narrow Bull,93394260.16856486,67126996.16856486,6
2022-12-05,Recovery,93088103.4971363,66068895.497136295,8
2022-12-06,Recovery,92995862.4971363,66068895.497136295,8
2022-12-07,Recovery,92753127.40427916,61532580.40427916,11
2022-12-08,Recovery,92656169.01207137,63901828.01207136,11
2022-12-09,Recovery,92657273.01207137,63901828.01207136,11
2022-12-12,Recovery,92575369.01207137,63901828.01207136,11
2022-12-13,Recovery,92311568.01207137,63901828.01207136,11
2022-12-14,Recovery,92376824.01207137,63901828.01207136,11
2022-12-15,Bear,92279157.01207137,63901828.01207136,11
2022-12-16,Bear,91823670.46320774,69022466.46320774,9
2022-12-19,Bear,91890261.46320774,69022466.46320774,9
2022-12-20,Bear,91472458.46320774,69022466.46320774,9
2022-12-21,Bear,91614768.46320774,69022466.46320774,9
2022-12-22,Bear,91975293.46320774,69022466.46320774,9
2022-12-23,Bear,91680707.00866228,70501380.00866228,8
2022-12-26,Bear,91502914.00866228,70501380.00866228,8
2022-12-27,Bear,91959442.00866228,70501380.00866228,8
2022-12-28,Bear,91877619.00866228,70501380.00866228,8
2022-12-29,Bear,91465059.63411683,72122505.63411683,7
2023-01-02,Bear,90699283.16184409,83108545.16184409,5
2023-01-03,Bear,90774913.16184409,83108545.16184409,5
2023-01-04,Bear,90805313.16184409,83108545.16184409,5
2023-01-05,Bear,90945417.16184409,83108545.16184409,5
2023-01-06,Bear,90960549.16184409,83108545.16184409,5
2023-01-09,Narrow Bull,91144874.37612979,64760554.37612979,10
2023-01-10,Narrow Bull,91023090.37612979,64760554.37612979,10
2023-01-11,Narrow Bull,90955966.37612979,64760554.37612979,10
2023-01-12,Narrow Bull,90702508.37612979,64760554.37612979,10
2023-01-13,Broad Bull,91050494.37612979,64760554.37612979,10
2023-01-16,Broad Bull,91914860.37612979,64760554.37612979,10
2023-01-17,Broad Bull,91853214.37612979,64760554.37612979,10
2023-01-18,Broad Bull,91920396.37612979,64760554.37612979,10
2023-01-19,Broad Bull,91928320.37612979,64760554.37612979,10
2023-01-20,Broad Bull,91942874.37612979,64760554.37612979,10
2023-01-25,Broad Bull,92605740.37612979,64760554.37612979,10
2023-01-26,Broad Bull,92544824.37612979,64760554.37612979,10
2023-01-27,Broad Bull,92676600.37612979,64760554.37612979,10
2023-01-30,Narrow Bull,92348642.37612979,64760554.37612979,10
2023-01-31,Narrow Bull,92221392.37612979,64760554.37612979,10
2023-02-01,Narrow Bull,92605660.37612979,64760554.37612979,10
2023-02-02,Broad Bull,92292196.37612979,64760554.37612979,10
2023-02-03,Broad Bull,92050202.37612979,64760554.37612979,10
2023-02-06,Broad Bull,91758308.37612979,64760554.37612979,10
2023-02-07,Narrow Bull,91527001.1661298,61893052.1661298,10
2023-02-08,Broad Bull,91827403.1661298,61893052.1661298,10
2023-02-09,Narrow Bull,91255973.66450642,61817051.66450642,10
2023-02-10,Narrow Bull,91565681.66450642,61817051.66450642,10
2023-02-13,Narrow Bull,91710261.80450642,60258078.80450642,10
2023-02-14,Narrow Bull,91622104.80450642,60258078.80450642,10
2023-02-15,Recovery,91248323.24931161,58406537.24931161,12
2023-02-16,Narrow Bull,92162502.24931161,58406537.24931161,12
2023-02-17,Narrow Bull,91886713.24931161,58406537.24931161,12
2023-02-20,Narrow Bull,92878366.24931161,58406537.24931161,12
2023-02-21,Narrow Bull,92922591.24931161,58406537.24931161,12
2023-02-22,Recovery,92412642.24931161,58406537.24931161,12
2023-02-23,Recovery,92952618.24931161,58406537.24931161,12
2023-02-24,Recovery,93460800.24931161,58406537.24931161,12
2023-02-27,Bear,93055860.81067523,60742623.81067524,10
2023-02-28,Bear,93448451.81067523,60742623.81067524,10
2023-03-02,Recovery,93621596.31067523,58109102.31067524,12
2023-03-03,Recovery,93794497.60236356,60249595.60236356,13
2023-03-06,Narrow Bull,94562547.60236356,60249595.60236356,13
2023-03-07,Narrow Bull,94318847.60236356,60249595.60236356,13
2023-03-08,Recovery,94406411.60236356,60249595.60236356,13
2023-03-09,Recovery,93962717.60236356,60249595.60236356,13
2023-03-10,Bear,93186080.82963628,61663658.82963628,12
2023-03-13,Bear,92730644.82963628,61663658.82963628,12
2023-03-14,Bear,91694677.84099992,71648579.84099992,9
2023-03-15,Bear,91988781.84099992,71648579.84099992,9
2023-03-16,Bear,92470243.32509083,73011227.32509083,8
2023-03-17,Bear,92199553.32509083,73011227.32509083,8
2023-03-20,Bear,92185052.7478181,75651414.7478181,7
2023-03-21,Bear,92542456.7478181,75651414.7478181,7
2023-03-22,Recovery,92877666.08353236,65255281.08353237,14
2023-03-23,Recovery,92715944.08353236,65255281.08353237,14
2023-03-24,Recovery,92915626.08353236,65255281.08353237,14
2023-03-27,Bear,93400919.08353236,65255281.08353237,14
2023-03-28,Narrow Bull,94058917.08353236,65255281.08353237,14
2023-03-29,Narrow Bull,94631414.08353236,65255281.08353237,14
2023-03-30,Narrow Bull,94821295.08353236,65255281.08353237,14
2023-03-31,Narrow Bull,94802441.08353236,65255281.08353237,14
2023-04-03,Narrow Bull,96155458.08353236,65255281.08353237,14
2023-04-04,Narrow Bull,95701055.08353236,65255281.08353237,14
2023-04-05,Broad Bull,96153261.08353236,65255281.08353237,14
2023-04-06,Broad Bull,96128001.08353236,65255281.08353237,14
2023-04-07,Broad Bull,96476509.68125965,66686381.68125965,13
2023-04-10,Narrow Bull,96635460.68125965,66686381.68125965,13
2023-04-11,Narrow Bull,96202170.68125965,66686381.68125965,13
2023-04-12,Narrow Bull,95615151.68125965,66686381.68125965,13
2023-04-13,Narrow Bull,95281993.68125965,66686381.68125965,13
2023-04-14,Broad Bull,95894289.68125965,66686381.68125965,13
2023-04-17,Broad Bull,96061654.03275965,68337463.03275965,12
2023-04-18,Narrow Bull,96079095.60418823,62868013.604188226,13
2023-04-19,Narrow Bull,96883468.60418823,62868013.604188226,13
2023-04-20,Narrow Bull,96254498.85327914,64132700.853279136,12
2023-04-21,Narrow Bull,96070144.70029213,61524275.700292125,12
2023-04-24,Narrow Bull,95737811.70029213,61524275.700292125,12
2023-04-25,Recovery,94784026.08665577,61026038.08665576,12
2023-04-26,Recovery,94894090.08665577,61026038.08665576,12
2023-04-27,Recovery,95301433.08665577,61026038.08665576,12
2023-04-28,Bear,94881871.08665577,61026038.08665576,12
2023-05-02,Recovery,95875182.08665577,61026038.08665576,12
2023-05-03,Recovery,95444955.47983758,61044775.47983758,12
2023-05-04,Bear,95172948.47983758,61044775.47983758,12
2023-05-08,Recovery,95146743.47983758,61044775.47983758,12
2023-05-09,Narrow Bull,94720241.22983758,62011616.22983758,11
2023-05-10,Recovery,94385145.53801939,61196192.5380194,12
2023-05-11,Recovery,94882962.53801939,61196192.5380194,12
2023-05-12,Recovery,94588768.53801939,61196192.5380194,12
2023-05-15,Recovery,94216038.98087654,61383218.980876535,13
2023-05-16,Recovery,94608196.95944795,60551967.95944796,14
2023-05-17,Recovery,94897931.95944795,60551967.95944796,14
2023-05-18,Narrow Bull,95013780.95944795,60551967.95944796,14
2023-05-19,Narrow Bull,95252647.23626614,62047557.236266136,13
2023-05-22,Narrow Bull,95811032.23626614,62047557.236266136,13
2023-05-23,Narrow Bull,95906935.23626614,62047557.236266136,13
2023-05-24,Narrow Bull,96230780.23626614,62047557.236266136,13
2023-05-25,Narrow Bull,97643346.23626614,62047557.236266136,13
2023-05-26,Narrow Bull,97334169.23626614,62047557.236266136,13
2023-05-30,Narrow Bull,97600676.78415574,59129269.78415574,13
2023-05-31,Narrow Bull,97651946.78415574,59129269.78415574,13
2023-06-01,Narrow Bull,97866114.78415574,59129269.78415574,13
2023-06-02,Narrow Bull,97794715.2012012,61645846.20120119,12
2023-06-05,Narrow Bull,98018289.2012012,61645846.20120119,12
2023-06-07,Narrow Bull,98144523.2012012,61645846.20120119,12
2023-06-08,Narrow Bull,98054243.2012012,61645846.20120119,12
2023-06-09,Narrow Bull,100484673.2012012,61645846.20120119,12
2023-06-12,Narrow Bull,100824657.2012012,61645846.20120119,12
2023-06-13,Narrow Bull,100949583.2012012,61645846.20120119,12
2023-06-14,Narrow Bull,99975003.0309934,61679991.0309934,12
2023-06-15,Narrow Bull,100709409.0309934,61679991.0309934,12
2023-06-16,Narrow Bull,101856790.0309934,61679991.0309934,12
2023-06-19,Narrow Bull,102074565.0309934,61679991.0309934,12
2023-06-20,Recovery,102096870.0309934,61679991.0309934,12
2023-06-21,Recovery,101536762.0309934,61679991.0309934,12
2023-06-22,Recovery,102035648.0309934,61679991.0309934,12
2023-06-23,Bear,101688555.8309934,62969510.8309934,11
2023-06-26,Bear,102182928.8309934,62969510.8309934,11
2023-06-27,Bear,102460408.94862977,67800963.94862977,10
2023-06-28,Bear,102422890.94862977,67800963.94862977,10
2023-06-29,Bear,103717018.0790843,70837994.0790843,9
2023-06-30,Bear,103497634.0790843,70837994.0790843,9
2023-07-03,Recovery,104963823.50765574,64094876.50765574,13
2023-07-04,Recovery,105486085.50765574,64094876.50765574,13
2023-07-05,Recovery,104919814.50765574,64094876.50765574,13
2023-07-06,Bear,104032673.67356482,66225168.67356483,12
2023-07-07,Bear,103710482.16901937,67352490.16901937,11
2023-07-10,Bear,102851314.42356482,71603734.42356482,10
2023-07-11,Bear,103719074.42356482,71603734.42356482,10
2023-07-12,Recovery,105053186.28070767,63188574.28070767,14
2023-07-13,Narrow Bull,105752680.28070767,63188574.28070767,14
2023-07-14,Narrow Bull,108287260.28070767,63188574.28070767,14
2023-07-17,Recovery,108479774.28070767,63188574.28070767,14
2023-07-18,Recovery,108062008.28070767,63188574.28070767,14
2023-07-19,Recovery,106846844.28070767,63188574.28070767,14
2023-07-20,Narrow Bull,107909558.28070767,63188574.28070767,14
2023-07-21,Narrow Bull,107356566.28070767,63188574.28070767,14
2023-07-24,Recovery,110443464.28070767,63188574.28070767,14
2023-07-25,Recovery,110456618.28070767,63188574.28070767,14
2023-07-26,Bear,108467462.85434403,73566186.85434403,9
2023-07-27,Recovery,108133024.17882454,38055892.178824544,15
2023-07-28,Recovery,110461317.65027909,57815157.65027909,14
2023-07-31,Recovery,110994541.72170767,55981073.721707664,15
2023-08-01,Narrow Bull,111410221.72170767,55981073.721707664,15
2023-08-02,Narrow Bull,109574119.72170767,55981073.721707664,15
2023-08-03,Recovery,108498960.49898039,56651016.49898039,15
2023-08-04,Recovery,107765906.49898039,56651016.49898039,15
2023-08-07,Recovery,106855070.49898039,56651016.49898039,15
2023-08-08,Recovery,107777200.49898039,56651016.49898039,15
2023-08-09,Broad Bull,107128154.49898039,56651016.49898039,15
2023-08-10,Recovery,107569324.49898039,56651016.49898039,15
2023-08-11,Recovery,107603378.49898039,56651016.49898039,15
2023-08-14,Recovery,106425701.26586351,56294915.26586351,15
2023-08-16,Bear,105821299.90222713,64424543.90222714,13
2023-08-17,Bear,106833114.26586351,65835208.26586351,12
2023-08-18,Bear,108366012.26586351,65835208.26586351,12
2023-08-21,Bear,108820072.26586351,65835208.26586351,12
2023-08-22,Bear,109020834.26586351,65835208.26586351,12
2023-08-23,Bear,108676076.26586351,65835208.26586351,12
2023-08-24,Bear,108414856.26586351,65835208.26586351,12
2023-08-25,Bear,106769554.26586351,65835208.26586351,12
2023-08-28,Bear,106875110.26586351,65835208.26586351,12
2023-08-29,Bear,107299854.26586351,65835208.26586351,12
2023-08-30,Narrow Bull,108261090.26586351,60977644.26586351,13
2023-08-31,Narrow Bull,108342752.65957779,57493646.659577794,13
2023-09-01,Narrow Bull,107366150.65957779,57493646.659577794,13
2023-09-04,Narrow Bull,106703582.65957779,57493646.659577794,13
2023-09-05,Narrow Bull,107140794.65957779,57493646.659577794,13
2023-09-06,Narrow Bull,106692618.65957779,57493646.659577794,13
2023-09-07,Recovery,106499674.65957779,57493646.659577794,13
2023-09-08,Recovery,105740734.65957779,57493646.659577794,13
2023-09-11,Recovery,106073322.65957779,57493646.659577794,13
2023-09-12,Bear,105734424.65957779,57493646.659577794,13
2023-09-13,Bear,105074466.89139599,60241482.89139598,12
2023-09-14,Recovery,104935251.46282455,58690461.46282455,13
2023-09-15,Narrow Bull,105053401.46282455,58690461.46282455,13
2023-09-18,Narrow Bull,104754848.52182455,67209348.52182455,13
2023-09-19,Recovery,105060318.52182455,67209348.52182455,13
2023-09-20,Recovery,105107758.52182455,67209348.52182455,13
2023-09-21,Recovery,104682081.87974662,65726780.87974662,13
2023-09-22,Bear,104494371.60701935,67028681.60701935,12
2023-09-25,Bear,104278079.18201935,68978290.18201935,11
2023-09-26,Bear,103841031.35111026,72815596.35111026,10
2023-09-27,Bear,104156487.35111026,72815596.35111026,10
2023-10-04,Bear,103733970.47611026,76057466.47611026,9
2023-10-05,Bear,103519233.18520117,77757025.18520117,8
2023-10-06,Bear,104226691.18520117,77757025.18520117,8
2023-10-10,Bear,104104745.18520117,77757025.18520117,8
2023-10-11,Bear,104405179.18520117,77757025.18520117,8
2023-10-12,Bear,104459217.18520117,77757025.18520117,8
2023-10-13,Bear,104330975.18520117,77757025.18520117,8
2023-10-16,Bear,104270390.18520117,77757025.18520117,8
2023-10-17,Bear,104469364.18520117,77757025.18520117,8
2023-10-18,Bear,103330672.29429208,86732889.29429208,6
2023-10-19,Bear,103104552.29429208,86732889.29429208,6
2023-10-20,Bear,102974780.29429208,86732889.29429208,6
2023-10-23,Bear,102399808.01974662,88675348.01974662,5
2023-10-24,Bear,102384220.20701934,93597535.20701934,4
2023-10-25,Bear,102484475.20701934,93597535.20701934,4
2023-10-26,Bear,102237475.20701934,93597535.20701934,4
2023-10-27,Bear,102393005.20701934,93597535.20701934,4
2023-10-30,Bear,102362070.20701934,93597535.20701934,4
2023-10-31,Bear,102392250.20701934,93597535.20701934,4
2023-11-01,Bear,102403805.20701934,93597535.20701934,4
2023-11-02,Bear,102398500.20701934,93597535.20701934,4
2023-11-03,Bear,102409625.20701934,93597535.20701934,4
2023-11-06,Broad Bull,102186390.36773363,70602610.36773363,7
2023-11-07,Broad Bull,103080080.36773363,70602610.36773363,7
2023-11-08,Narrow Bull,102211340.36773363,70602610.36773363,7
2023-11-09,Broad Bull,101620655.36773363,70602610.36773363,7
2023-11-10,Broad Bull,101111500.36773363,70602610.36773363,7
2023-11-13,Narrow Bull,100852990.36773363,70602610.36773363,7
2023-11-14,Broad Bull,101239215.36773363,70602610.36773363,7
2023-11-15,Broad Bull,101162502.2104609,71993417.2104609,6
2023-11-16,Broad Bull,101175522.2104609,71993417.2104609,6
2023-11-17,Narrow Bull,100859627.2104609,71993417.2104609,6
2023-11-20,Narrow Bull,100973102.2104609,71993417.2104609,6
2023-11-21,Broad Bull,101107407.2104609,71993417.2104609,6
2023-11-22,Broad Bull,101060282.2104609,71993417.2104609,6
2023-11-23,Broad Bull,100802887.2104609,71993417.2104609,6
2023-11-24,Broad Bull,100657332.2104609,71993417.2104609,6
2023-11-27,Broad Bull,100236412.03153233,74230047.03153233,6
2023-11-28,Broad Bull,100394242.03153233,74230047.03153233,6
2023-11-29,Narrow Bull,100480907.03153233,74230047.03153233,6
2023-11-30,Narrow Bull,100734252.03153233,74230047.03153233,6
2023-12-01,Narrow Bull,100173781.22718167,71801751.22718167,7
2023-12-04,Narrow Bull,100252446.09737648,71403261.09737648,7
2023-12-05,Narrow Bull,99645620.82854532,70830700.82854532,7
2023-12-06,Narrow Bull,99574540.82854532,70830700.82854532,7
2023-12-07,Narrow Bull,99510635.82854532,70830700.82854532,7
2023-12-08,Narrow Bull,99988370.82854532,70830700.82854532,7
2023-12-11,Narrow Bull,100322620.82854532,70830700.82854532,7
2023-12-12,Narrow Bull,100301170.82854532,70830700.82854532,7
2023-12-13,Narrow Bull,100478622.57854532,69929782.57854532,7
2023-12-14,Narrow Bull,100588822.57854532,69929782.57854532,7
2023-12-15,Narrow Bull,100177227.57854532,69929782.57854532,7
2023-12-18,Narrow Bull,100285059.89237648,69234999.89237648,7
2023-12-19,Narrow Bull,100171599.89237648,69234999.89237648,7
2023-12-20,Narrow Bull,100215729.89237648,69234999.89237648,7
2023-12-21,Narrow Bull,100132969.89237648,69234999.89237648,7
2023-12-22,Narrow Bull,100290929.89237648,69234999.89237648,7
2023-12-26,Narrow Bull,99969479.89237648,69234999.89237648,7
2023-12-27,Narrow Bull,99352344.89237648,69234999.89237648,7
2023-12-28,Narrow Bull,99489419.89237648,69234999.89237648,7
2024-01-02,Narrow Bull,99087766.86964922,71365656.86964922,6
2024-01-03,Narrow Bull,98542951.33562325,68306683.33562325,7
2024-01-04,Narrow Bull,98188359.33562325,68306683.33562325,7
2024-01-05,Narrow Bull,97838365.33562325,68306683.33562325,7
2024-01-08,Recovery,97193468.83562325,66786518.83562325,8
2024-01-09,Recovery,97183549.16192195,64353005.16192194,11
2024-01-10,Recovery,97677093.16192195,64353005.16192194,11
2024-01-11,Recovery,97794062.16192195,64353005.16192194,11
2024-01-12,Recovery,97400051.16192195,64353005.16192194,11
2024-01-15,Bear,97049417.16192195,64353005.16192194,11
2024-01-16,Bear,96973380.68283103,69048792.68283103,9
2024-01-17,Bear,96671473.40692195,76483090.40692195,7
2024-01-18,Bear,97049893.13874014,81018049.13874014,6
2024-01-19,Bear,97078562.13874014,81018049.13874014,6
2024-01-22,Bear,97104621.13874014,81018049.13874014,6
2024-01-23,Bear,97010211.13874014,81018049.13874014,6
2024-01-24,Bear,96870879.13874014,81018049.13874014,6
2024-01-25,Bear,96857693.13874014,81018049.13874014,6
2024-01-26,Bear,97544119.13874014,81018049.13874014,6
2024-01-29,Bear,97095665.13874014,81018049.13874014,6
2024-01-30,Bear,97267317.13874014,81018049.13874014,6
2024-01-31,Bear,96819390.04783104,82373244.04783104,5
2024-02-01,Narrow Bull,96587440.04783104,58306624.04783104,9
2024-02-02,Narrow Bull,96679997.04783104,58306624.04783104,9
2024-02-05,Broad Bull,96660074.13874014,60555584.13874014,8
2024-02-06,Narrow Bull,95964864.13874014,54943649.13874014,9
2024-02-07,Broad Bull,96260966.13874014,54943649.13874014,9
2024-02-08,Broad Bull,96361650.13874014,54943649.13874014,9
2024-02-13,Broad Bull,96876924.13874014,54943649.13874014,9
2024-02-14,Broad Bull,96289619.13874014,54943649.13874014,9
2024-02-15,Narrow Bull,96005385.13874014,54943649.13874014,9
2024-02-16,Broad Bull,96877748.13874014,54943649.13874014,9
2024-02-19,Broad Bull,97437539.13874014,54943649.13874014,9
2024-02-20,Narrow Bull,96830584.13874014,54943649.13874014,9
2024-02-21,Narrow Bull,96663394.13874014,54943649.13874014,9
2024-02-22,Narrow Bull,96623067.13874014,54943649.13874014,9
2024-02-23,Narrow Bull,96763052.13874014,54943649.13874014,9
2024-02-26,Narrow Bull,95563050.72120768,56832507.72120767,9
2024-02-27,Recovery,95539560.59231156,58141769.59231157,9
2024-02-28,Recovery,95880840.59231156,58141769.59231157,9
2024-02-29,Recovery,96553253.59231156,58141769.59231157,9
2024-03-04,Recovery,96843604.59231156,58141769.59231157,9
2024-03-05,Recovery,97063699.74734405,58090964.74734404,10
2024-03-06,Recovery,97293983.74734405,58090964.74734404,10
2024-03-07,Recovery,97283782.5911752,55359966.591175206,10
2024-03-08,Recovery,97263829.5911752,55359966.591175206,10
2024-03-11,Recovery,96804106.5911752,55359966.591175206,10
2024-03-12,Recovery,97243748.5911752,55359966.591175206,10
2024-03-13,Narrow Bull,97435487.5911752,55359966.591175206,10
2024-03-14,Recovery,98083573.5911752,55359966.591175206,10
2024-03-15,Recovery,97317318.5911752,55359966.591175206,10
2024-03-18,Recovery,96902364.5911752,55359966.591175206,10
2024-03-19,Recovery,96474315.71179858,52887190.711798586,11
2024-03-20,Narrow Bull,96792817.64816222,53738619.64816222,10
2024-03-21,Narrow Bull,97137216.64816222,53738619.64816222,10
2024-03-22,Narrow Bull,96963433.64816222,53738619.64816222,10
2024-03-25,Narrow Bull,96500169.64816222,53738619.64816222,10
2024-03-26,Narrow Bull,96349784.64816222,53738619.64816222,10
2024-03-27,Narrow Bull,95719416.92381158,58299690.92381158,10
2024-03-28,Narrow Bull,94865790.15062976,64483464.15062975,10
2024-03-29,Narrow Bull,94809280.93342195,63424307.933421955,10
2024-04-01,Narrow Bull,94942123.93342195,63424307.933421955,10
2024-04-02,Narrow Bull,94638121.23342195,64071863.23342195,10
2024-04-03,Recovery,94516214.72757779,60615659.72757779,11
2024-04-04,Recovery,94541923.72757779,60615659.72757779,11
2024-04-05,Bear,94350485.72757779,60615659.72757779,11
2024-04-08,Recovery,94542189.72757779,60615659.72757779,11
2024-04-09,Bear,94949582.94575961,62879592.94575961,10
2024-04-11,Bear,94626783.3457596,64107099.34575961,9
2024-04-12,Bear,95073554.55485052,67847018.55485052,8
2024-04-15,Bear,95615372.55485052,67847018.55485052,8
2024-04-16,Bear,95322602.55485052,67847018.55485052,8
2024-04-17,Bear,95394724.55485052,67847018.55485052,8
2024-04-18,Bear,95561056.55485052,67847018.55485052,8
2024-04-19,Bear,96263366.40939598,70166874.40939598,7
2024-04-22,Bear,95630905.10257779,75534643.10257779,6
2024-04-23,Bear,95233247.10257779,75534643.10257779,6
2024-04-24,Narrow Bull,95452549.3168635,65167961.3168635,9
2024-04-25,Recovery,95207859.3168635,65167961.3168635,9
2024-04-26,Recovery,95935425.3168635,65167961.3168635,9
2024-04-29,Narrow Bull,96782455.3168635,65167961.3168635,9
2024-04-30,Broad Bull,97030063.3168635,65167961.3168635,9
2024-05-02,Broad Bull,97159563.3168635,65167961.3168635,9
2024-05-03,Narrow Bull,97177731.3168635,65167961.3168635,9
2024-05-07,Broad Bull,98484953.3168635,65167961.3168635,9
2024-05-08,Broad Bull,98183699.3168635,65167961.3168635,9
2024-05-09,Broad Bull,98087371.3168635,65167961.3168635,9
2024-05-10,Narrow Bull,98161953.3168635,65167961.3168635,9
2024-05-13,Narrow Bull,97651277.3168635,65167961.3168635,9
2024-05-14,Broad Bull,97475003.3168635,65167961.3168635,9
2024-05-16,Narrow Bull,97553257.3168635,65167961.3168635,9
2024-05-17,Narrow Bull,98099747.3168635,65167961.3168635,9
2024-05-20,Narrow Bull,99582682.9068635,66127436.906863496,9
2024-05-21,Narrow Bull,99402312.9068635,66127436.906863496,9
2024-05-22,Narrow Bull,99861550.9068635,66127436.906863496,9
2024-05-23,Narrow Bull,99242296.9068635,66127436.906863496,9
2024-05-24,Recovery,99663781.64277259,60134267.64277259,10
2024-05-27,Recovery,99543361.64277259,60134267.64277259,10
2024-05-28,Recovery,99427675.64277259,60134267.64277259,10
2024-05-29,Bear,99030699.64277259,60134267.64277259,10
2024-05-30,Bear,99058130.90095441,63958824.90095441,9
2024-05-31,Bear,99021570.90095441,63958824.90095441,9
2024-06-03,Bear,99660840.90095441,63958824.90095441,9
2024-06-04,Bear,98456353.72822714,66472379.72822714,8
2024-06-05,Bear,98488931.72822714,66472379.72822714,8
2024-06-07,Recovery,98522407.00218818,55031641.002188176,13
2024-06-10,Recovery,98847715.15218818,58021962.152188174,13
2024-06-11,Recovery,98338312.20420116,57961808.20420116,13
2024-06-12,Recovery,98920699.20420116,57961808.20420116,13
2024-06-13,Narrow Bull,99028716.20420116,57961808.20420116,13
2024-06-14,Narrow Bull,99589381.20420116,57961808.20420116,13
2024-06-17,Narrow Bull,100046470.20420116,57961808.20420116,13
2024-06-18,Recovery,100594412.41530506,60381280.41530506,13
2024-06-19,Narrow Bull,99647130.41530506,60381280.41530506,13
2024-06-20,Narrow Bull,99319933.41530506,60381280.41530506,13
2024-06-21,Recovery,100138274.33870766,60390707.33870766,13
2024-06-24,Recovery,99273177.51370767,60507542.51370766,13
2024-06-25,Recovery,99143893.51370767,60507542.51370766,13
2024-06-26,Recovery,98947951.51370767,60507542.51370766,13
2024-06-27,Recovery,98961452.1328635,57456879.13286351,14
2024-06-28,Recovery,98962137.17598039,56077127.17598039,14
2024-07-01,Recovery,98111315.17598039,56077127.17598039,14
2024-07-02,Recovery,97242983.79188949,58565529.79188948,14
2024-07-03,Recovery,97298321.79188949,58565529.79188948,14
2024-07-04,Recovery,97202628.23158428,58795289.23158429,14
2024-07-05,Recovery,97285471.23158428,58795289.23158429,14
2024-07-08,Narrow Bull,97498287.23158428,58795289.23158429,14
2024-07-09,Recovery,97507285.23158428,58795289.23158429,14
2024-07-10,Narrow Bull,97339005.32132454,61285610.32132454,13
2024-07-11,Narrow Bull,97398585.32132454,61285610.32132454,13
2024-07-12,Narrow Bull,96937597.32132454,61285610.32132454,13
2024-07-15,Narrow Bull,97551272.32132454,61285610.32132454,13
2024-07-16,Narrow Bull,97329744.32132454,61285610.32132454,13
2024-07-17,Narrow Bull,97220574.55898687,60769993.55898688,13
2024-07-18,Recovery,97104719.13090247,48903935.13090247,13
2024-07-19,Recovery,96848323.37051284,59664511.37051285,13
2024-07-22,Bear,96555664.37051284,59664511.37051285,13
2024-07-23,Bear,96904978.37051284,59664511.37051285,13
2024-07-24,Bear,97365093.37051284,59664511.37051285,13
2024-07-25,Bear,96155042.37051284,59664511.37051285,13
2024-07-26,Bear,96428255.37051284,59664511.37051285,13
2024-07-29,Bear,97237627.98414922,60436347.98414922,12
2024-07-30,Bear,96634198.48414922,63566429.48414922,11
2024-07-31,Bear,96480687.38414922,65276982.384149216,10
2024-08-01,Recovery,96678160.20914921,58878647.20914921,13
2024-08-02,Bear,95415479.20914921,58878647.20914921,13
2024-08-05,Bear,92736196.8810583,88493734.8810583,2
2024-08-06,Bear,92842626.8810583,88493734.8810583,2
2024-08-07,Bear,92897486.8810583,88493734.8810583,2
2024-08-08,Bear,92876816.8810583,88493734.8810583,2
2024-08-09,Bear,92996506.8810583,88493734.8810583,2
2024-08-12,Bear,93117558.8810583,88493734.8810583,2
2024-08-13,Bear,93173336.8810583,88493734.8810583,2
2024-08-14,Bear,93074688.8810583,88493734.8810583,2
2024-08-16,Narrow Bull,93003402.49534403,66158067.49534403,9
2024-08-19,Broad Bull,93364067.49534403,66158067.49534403,9
2024-08-20,Broad Bull,93364453.49534403,66158067.49534403,9
2024-08-21,Broad Bull,93476903.49534403,66158067.49534403,9
2024-08-22,Broad Bull,93613975.49534403,66158067.49534403,9
2024-08-23,Broad Bull,93856353.49534403,66158067.49534403,9
2024-08-26,Narrow Bull,93798533.49534403,66158067.49534403,9
2024-08-27,Narrow Bull,93857264.49534403,66158067.49534403,9
2024-08-28,Narrow Bull,93723561.49534403,66158067.49534403,9
2024-08-29,Recovery,93690287.49534403,66158067.49534403,9
2024-08-30,Recovery,93575316.49534403,66158067.49534403,9
2024-09-02,Recovery,93398060.71105832,65819160.71105832,10
2024-09-03,Bear,93633262.71105832,65819160.71105832,10
2024-09-04,Bear,93142394.71105832,65819160.71105832,10
2024-09-05,Bear,93212337.71105832,65819160.71105832,10
2024-09-06,Bear,93183559.71105832,65819160.71105832,10
2024-09-09,Bear,93461337.71105832,65819160.71105832,10
2024-09-10,Bear,93794762.71105832,65819160.71105832,10
2024-09-11,Bear,93418761.71105832,65819160.71105832,10
2024-09-12,Bear,93502256.71105832,65819160.71105832,10
2024-09-13,Bear,93774102.71105832,65819160.71105832,10
2024-09-19,Bear,93910934.71105832,65819160.71105832,10
